,date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
0,2012-02-07 22:54:28.385391,30.58472685635918,1.199290759407501,0,0,1.7262584870081032,0,851.2766588737244,851.2766588737244
1,2012-02-08 22:54:28.385391,15.4650686212835,1.037626339563864,0,0,0.5764709401337892,0,906.8366256982849,851.2766588737244
2,2012-02-09 22:54:28.385391,10.786525222541337,5.656089170694659,0,0,2.5133278261686463,0,857.8954242770558,906.8366256982849
3,2012-02-10 22:54:28.385391,23.64815416797147,12.030936691012833,0,0,1.8392249451165572,0,848.9610069892364,857.8954242770558
4,2012-02-11 22:54:28.385391,13.861390511387913,4.3038115595732265,1,0,1.5317719482514933,0,1283.1282819690705,848.9610069892364
5,2012-02-12 22:54:28.385391,14.674082315677506,1.9792164584842529,1,0,0.5409116890342471,0,1328.3391304076495,1283.1282819690705
6,2012-02-13 22:54:28.385391,20.55869234062945,8.717749361544199,0,0,0.9627212289287633,0,1036.3726438986394,1328.3391304076495
7,2012-02-14 22:54:28.385391,25.138812487847655,4.470284193066657,0,0,1.309277771871674,0,918.0719854551699,1036.3726438986394
8,2012-02-15 22:54:28.385391,22.30885280018967,5.119014043179736,0,0,0.8880814935015312,0,913.905184547105,918.0719854551699
9,2012-02-16 22:54:28.385391,26.102976692730103,4.805820681085046,0,0,2.238671632374483,0,860.3082406577923,913.905184547105
10,2012-02-17 22:54:28.385391,32.82623697937525,1.391707940405754,0,0,2.243112440019373,0,859.1681615129359,860.3082406577923
11,2012-02-18 22:54:28.385391,29.277602732211943,0.23467073042201952,1,0,0.5853511246562234,0,1240.890641218822,859.1681615129359
12,2012-02-19 22:54:28.385391,17.209030485013248,1.2381627779696998,1,0,1.8766246737880574,0,1209.1882018230287,1240.890641218822
13,2012-02-20 22:54:28.385391,20.386033601349524,10.483500521234534,0,0,2.196173864460339,0,890.666605285766,1209.1882018230287
14,2012-02-21 22:54:28.385391,18.287260881604418,6.808138520001743,0,0,1.669776879432188,0,912.8335594067938,890.666605285766
15,2012-02-22 22:54:28.385391,19.158167368548924,4.865806333898898,0,0,0.9803099784024581,1,1117.0896427755242,912.8335594067938
16,2012-02-23 22:54:28.385391,17.804883447934753,2.566793627103869,0,0,2.079980041293174,0,853.3226228192514,1117.0896427755242
17,2012-02-24 22:54:28.385391,24.511146065573193,20.743010619484398,0,0,1.393268090235475,0,974.0438676268639,853.3226228192514
18,2012-02-25 22:54:28.385391,12.823793208510217,4.458842128758363,1,0,1.8814438028467486,0,1187.3694588064398,974.0438676268639
19,2012-02-26 22:54:28.385391,18.146871489687292,2.0613507398139155,1,0,2.6785410465216906,0,1115.394084746142,1187.3694588064398
20,2012-02-27 22:54:28.385391,31.31823682512207,4.846866812125214,0,0,1.8343905885316412,0,895.7235576917045,1115.394084746142
21,2012-02-28 22:54:28.385391,14.150638744238305,1.661859864938663,0,0,0.6977956522324057,0,944.7272220562734,895.7235576917045
22,2012-02-29 22:54:28.385391,22.06195833556687,2.299968819770813,0,0,0.7194786567640007,0,1052.3655397258412,944.7272220562734
23,2012-03-01 22:54:28.385391,23.77576416567278,2.577832280618309,0,0,1.4587057942127062,0,796.1591476918862,1052.3655397258412
24,2012-03-02 22:54:28.385391,25.06293881250646,6.025284964801729,0,0,2.372282723493426,0,959.4773940429559,796.1591476918862
25,2012-03-03 22:54:28.385391,20.891628113637136,2.528053621362564,1,0,1.8305620758934935,0,1220.1912109188365,959.4773940429559
26,2012-03-04 22:54:28.385391,21.808027203341148,7.232474411044406,1,0,0.8244663693864013,0,1278.4351928226565,1220.1912109188365
27,2012-03-05 22:54:28.385391,31.650026074238045,1.011748883458531,0,0,1.8401825710142603,0,981.1098527895492,1278.4351928226565
28,2012-03-06 22:54:28.385391,23.442156866489093,2.9795471134370217,0,0,1.0558667183811759,0,1001.3665948468891,981.1098527895492
29,2012-03-07 22:54:28.385391,22.11474316511455,0.31530556321290154,0,0,0.6084774319300381,0,994.9347366581306,1001.3665948468891
30,2012-03-08 22:54:28.385391,18.33262084556379,9.218575420107806,0,0,0.8455042302687893,0,976.0308353610999,994.9347366581306
31,2012-03-09 22:54:28.385391,24.563573637241845,0.6862993690104263,0,0,1.8097382899462167,0,898.9250324949924,976.0308353610999
32,2012-03-10 22:54:28.385391,26.984205410668782,2.806248803323787,1,0,1.6160536934353003,0,1211.8581858773252,898.9250324949924
33,2012-03-11 22:54:28.385391,23.61633127755025,5.754056473089657,1,0,2.79883637124233,0,1220.8696860133657,1211.8581858773252
34,2012-03-12 22:54:28.385391,32.81716922729751,0.07814663793322149,0,0,2.4289360553157135,0,832.2926288775257,1220.8696860133657
